adaptive_n_back.EZ_drift,adaptive_n_back.EZ_non_decision,adaptive_n_back.EZ_thresh,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_loss_percent,angling_risk_task_always_sunny.keep_score,angling_risk_task_always_sunny.release_loss_percent,angling_risk_task_always_sunny.release_score,attention_network_task.EZ_drift_neutral,attention_network_task.EZ_non_decision_neutral,attention_network_task.EZ_thresh_neutral,attention_network_task.conflict_EZ_drift,attention_network_task.conflict_EZ_non_decision,attention_network_task.conflict_EZ_thresh,choice_reaction_time.EZ_drift,choice_reaction_time.EZ_non_decision,choice_reaction_time.EZ_thresh,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.EZ_drift_pos,directed_forgetting.EZ_non_decision_pos,directed_forgetting.EZ_thresh_pos,directed_forgetting.proactive_interference_EZ_drift,directed_forgetting.proactive_interference_EZ_non_decision,directed_forgetting.proactive_interference_EZ_thresh,discount_titrate.percent_patient,dot_pattern_expectancy.AY.BY_EZ_drift,dot_pattern_expectancy.AY.BY_EZ_non_decision,dot_pattern_expectancy.AY.BY_EZ_thresh,dot_pattern_expectancy.BX.BY_EZ_drift,dot_pattern_expectancy.BX.BY_EZ_non_decision,dot_pattern_expectancy.BX.BY_EZ_thresh,dot_pattern_expectancy.EZ_drift_AX,dot_pattern_expectancy.EZ_non_decision_AY,dot_pattern_expectancy.EZ_thresh_AX,dot_pattern_expectancy.dprime,go_nogo.dprime,hierarchical_rule.score,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_boxes_opened,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_boxes_opened,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.percent_patient,local_global_letter.EZ_drift_neutral,local_global_letter.EZ_non_decision_neutral,local_global_letter.EZ_thresh_neutral,local_global_letter.conflict_EZ_drift,local_global_letter.conflict_EZ_non_decision,local_global_letter.conflict_EZ_thresh,local_global_letter.switch_cost_EZ_drift,local_global_letter.switch_cost_EZ_non_decision,local_global_letter.switch_cost_EZ_thresh,motor_selective_stop_signal.EZ_drift,motor_selective_stop_signal.EZ_non_decision,motor_selective_stop_signal.EZ_thresh,motor_selective_stop_signal.SSRT,motor_selective_stop_signal.reactive_control,motor_selective_stop_signal.selective_proactive_control,probabilistic_selection.positive_learning_bias,probabilistic_selection.reg_positive_learning_bias,probabilistic_selection.reg_value_sensitivity,psychological_refractory_period_two_choices.PRP_slope,psychological_refractory_period_two_choices.PRP_slowing,ravens.score,recent_probes.EZ_drift_xrec,recent_probes.EZ_non_decision_xrec,recent_probes.EZ_thresh_xrec,recent_probes.proactive_interference_EZ_drift,recent_probes.proactive_interference_EZ_non_decision,recent_probes.proactive_interference_EZ_thresh,shift_task.learning_rate,simon.EZ_drift_congruent,simon.EZ_non_decision_congruent,simon.EZ_thresh_congruent,simon.simon_EZ_drift,simon.simon_EZ_non_decision,simon.simon_EZ_thresh,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.EZ_drift,stim_selective_stop_signal.EZ_non_decision,stim_selective_stop_signal.EZ_thresh,stim_selective_stop_signal.SSRT,stop_signal.EZ_drift,stop_signal.EZ_non_decision,stop_signal.EZ_thresh,stop_signal.SSRT_high,stop_signal.SSRT_low,stop_signal.proactive_SSRT_speeding,stop_signal.proactive_slowing,stroop.EZ_drift_congruent,stroop.EZ_non_decision_congruent,stroop.EZ_thresh_congruent,stroop.stroop_EZ_drift,stroop.stroop_EZ_non_decision,stroop.stroop_EZ_thresh,threebytwo.EZ_drift_cue_stay,threebytwo.EZ_non_decision_cue_stay,threebytwo.EZ_thresh_cue_stay,threebytwo.cue_switch_cost_EZ_drift,threebytwo.cue_switch_cost_EZ_non_decision,threebytwo.cue_switch_cost_EZ_thresh,threebytwo.task_inhibition,threebytwo.task_switch_cost_EZ_drift,threebytwo.task_switch_cost_EZ_non_decision,threebytwo.task_switch_cost_EZ_thresh,tower_of_london.avg_move_time,tower_of_london.num_correct,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,tower_of_london.total_moves,two_stage_decision.model_based,two_stage_decision.model_free,writing_task.neutral_probability,writing_task.positive_probability
s108,1.1925872685,-0.3626778895,1.0572112722,1.75,-0.2666666667,656,-0.4,383,3.9319201536,-0.5583149725,1.152769974,-0.0580958338,0.1177346426,-0.3618496304,3.4347609558,-0.2828130045,1.4568543111,4.4583333333,0.1125,3,-0.0041666667,-2.2083333333,2.3333333333,0.0208037825,1,-0.0018321513,-1.2913711584,0.4588078619,0.0018674994,6.6,6.5,1.9357432337,-0.6228049832,1.463630762,0.090238571,0.032421902,-0.056821687,0.7777777778,0.3377213524,0.3419962514,0.1272425265,0.7947684318,0.0114697024,-0.0538280231,2.8188163264,-0.6082987349,1.071522418,0.9534883721,0.9142857143,202,0.8256057739,10.3,0.0009403176,1,25,0.0011827446,0.6111111111,0.6296296296,2.0322584662,-0.4862615923,2.0689753244,0.5508090857,0.2994266864,-0.3314988142,0.4659543678,0.3588963742,-0.4238038599,2.9659693783,-0.4635382058,0.9927408559,-367.3333333333,-31,87.5,1.1538461538,18.9923506831,-8.2421648381,0.6453253666,527,14,1.5206166432,-0.6723073492,2.3190332293,0.6395374331,0.4161015757,-0.7858094433,0.0672019634,4.0908542145,-0.3840358196,1.1232665867,-0.7194502683,0.0511737094,-0.30712727,6.9,5.8,3.6179484817,-0.5511482788,1.1270302671,-361.8333333333,2.8367320118,-0.3699408507,NA,-281.6666666667,-310,28.3333333333,164.8527777778,3.7197910499,-0.5777470727,1.2242292189,-0.2801263752,0.0734498377,-0.1048911538,2.1320031834,-0.5279676502,1.2764030791,0.0957925064,0.0257194694,0.0830223432,-34.6666666667,-0.1901349971,0.0143183936,-0.0554839326,996,11,11,3830,41,NA,3.9109413396,0.8789986569,0.4867264704
s109,1.2859492861,-0.3789182987,1.074284258,1.8,-0.2666666667,438,-0.2333333333,374,2.2838678695,-0.3757008544,1.3632642023,-0.3585799576,0.1286233735,-0.7097600286,2.2548140314,-0.3786669759,1.7260050026,8.4166666667,0.0666666667,1,0.0016666667,-1.5,10.875,0.0375,1,-0.001745098,-1.0196078431,-0.1375755588,-0.5784639895,7.3,7.2,1.6276029764,-0.5134526167,1.6839733422,-0.8825970629,-0.1062005641,-0.0319227444,0.3055555556,-0.8733308389,0.0866996127,-0.2354156045,-2.1127387539,-0.0893807521,-0.2212552305,1.9154355924,-0.4575237431,1.0021703932,NA,0.7365079365,133,0.7423069,8.4,0.0015015255,0.9576660156,19.1,0.0018466349,0.3888888889,0.4814814815,2.263410927,-0.7281383583,1.7010378256,-0.6868384292,0.2470573075,-0.7412989024,-0.1179712408,0.1592880411,-0.40605495,2.3724661226,-0.3759267612,0.8492863191,-288.1666666667,-50.5,27.5,1,-1.4901005486,2.6153959706,0.7997560254,577,9,0.9440866029,-0.6128397287,1.6316776831,-0.0573317222,-0.0292757553,0.074802466,0.0292713921,1.7693945198,-0.3727173705,1.7961250557,0.3376809445,0.0828369346,0.3846795373,6,6.7,2.6810567012,-0.4969169859,0.7140325643,-396,2.5137503169,-0.4829919548,0.9394033994,-266.6666666667,-359.6666666667,93,-65.2388888889,2.6495490018,-0.558226658,1.4282391574,-0.612221925,0.1066528692,-0.1447143823,1.9803506896,-0.5053710723,1.1455968649,0.2893047335,-0.0418590763,0.0895511459,59.5,-0.7869682981,0.1152739642,-0.1465890313,635,8,5,3241,61,0.5974312389,-0.2525907526,0.7896617864,0.3525971572
s110,0.3920993874,-0.2523765904,0.9282477578,1.3,-0.2,616,-0.1666666667,308,2.8026546242,-0.3293228213,0.9662447088,-1.1966719256,0.0089106216,-0.0458301044,2.6005535328,-0.2464658957,1.2220682214,5.1666666667,0.1,2,-0.0003333333,-1.6666666667,10.75,-0.0465824065,2,-0.0092861476,-1.9732052578,0.5658187411,-0.4581924416,5.7,4.6,1.5039296287,-0.4381509845,1.2131879426,-0.4961450026,0.0786361008,-0.1931568592,0,-0.4069527863,0.302550725,-0.5946932563,0.5664655246,0.0257176176,-0.0263448836,2.950664741,-0.4574583365,1.2746958553,0.9772727273,0.9428571429,120,0.6435934067,6.9,0.0008878011,0.8122179032,12.1,0.0013406952,0.3888888889,0.1481481481,0.5651626075,-0.288249474,0.8713890102,0.2561241442,-0.0323042666,0.1525475634,0.7320171372,-0.0482710174,0.0490828085,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4421847098,365.5,7,0.5599969329,-0.4047561086,1.3171481838,-0.235148928,-0.0289042114,-0.1269497355,0.0110473978,3.4672762546,-0.2514134475,0.7043993198,-3.3385558845,0.0363533537,-0.0825652803,5.5,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0777504825,-0.3978964519,1.0187616682,-1.3729577774,0.0832147329,0.1226733832,1.4211331848,-0.3409531415,0.7514008127,-0.7800773348,0.0159919051,0.1530734157,-51,-0.1071001112,-0.0411014892,-0.1216629691,819,9,7,2882,50,NA,NA,0.876295535,0.397047688
s111,1.4566863999,-0.4039997318,1.2930490863,2.35,-0.2666666667,501,-0.2666666667,290,3.4015824471,-0.5116908874,1.3387524666,-1.1348485739,0.1317795692,-0.1885165756,3.3260268867,-0.3356979275,1.2899653512,14.9166666667,-0.125,0,0.0006666667,-0.5,20.4583333333,0.1291666667,1,-0.0031176471,-4.2549019608,0.1778842246,-0.9441226354,10.5,10.9,1.3719475145,-0.6516982621,1.46864439,NA,NA,NA,0.0833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8222222222,160,0.7748316765,7.9,0.0015883648,0.9517501831,19.2,0.0019421936,0.6111111111,0.2962962963,2.463735155,-0.4824483958,1.7185721022,-0.535902369,0.2553665406,-0.4305612577,0.0560996497,-0.010320599,-0.0227842146,3.1076891594,-0.4411832217,0.8492024763,-347.5,-2,-5,0.5925925926,-14.7255978658,13.3262071579,0.6066099114,442.5,11,2.0526100126,-0.5591013254,1.7179885623,-1.0530932259,0.0266299612,-0.2313003524,0.0461780116,2.6258748068,-0.2831617875,1.7421664455,0.6039040058,0.1601249953,-0.5371860044,6.3,6.5,2.8988244723,-0.3460454032,1.5445353305,-312.5,2.5611917944,-0.4092258922,1.0905891607,-270.5,-340,69.5,80.9097222222,2.4378379062,-0.3388414544,1.8592702499,-0.8967265545,0.1548075282,-0.6282625211,2.359524167,-0.3758776824,1.4197371378,0.2398554479,0.0116909899,-0.080479082,50.3333333333,-1.0877808885,0.0372256463,-0.234161762,942,10,7,4747.5,52,-0.1252287189,1.3636029499,0.1935873171,0.3772382368
s112,1.491754288,-0.337299817,1.0461828471,2.25,-0.2,720,-0.2666666667,579,4.0876586126,-0.3700684057,1.114055092,0.3476466967,0.0528762732,-0.1219208333,4.7730909439,-0.2649793912,1.0483660095,7.6666666667,0.1333333333,2,-0.009,-0.5,15.1304347826,NA,3,NA,-3.1652076038,-0.1133747349,-0.4516055741,7.5,9.5,2.9228857666,-0.4767665722,1.2163828303,-0.3073725356,0.0528326059,0.2347248556,0.0277777778,0.5744156421,0.2797353258,0.0175136698,-0.1368072894,0.0852959936,0.0742873949,3.1143737847,-0.436534066,1.6583706167,0.9375,0.8857142857,161,0.6882799149,7.4,0.0018032989,0.95,24.4,0.0026627253,0.6388888889,0.1481481481,2.3392369758,-0.4092318,1.87858229,-0.1424649122,0.0674476139,-0.2067032407,0.4481929947,0.176605969,-0.0660814044,3.0292907966,-0.3439014603,1.01279578,-301.8333333333,-42,53,1.0909090909,-0.6309893309,4.8638718838,0.4629805634,319,12,NA,NA,NA,0.1985920263,0.0433594426,-0.1286095657,0.0986026031,4.0889966277,-0.2552135479,1.1237768745,0.0668629456,0.0426862797,-0.1873110894,6.8,6.1,2.9368473618,-0.3525620398,1.2106002197,-250.6666666667,3.333490433,-0.3832046152,1.0846948434,-213.6666666667,-204.3333333333,-9.3333333333,21.9930555556,3.2213780887,-0.4234678665,1.4136424742,-0.3576844915,0.0807911858,0.1765684674,2.6777077511,-0.4103373514,1.3382785844,-0.5964574795,-0.0323328933,0.2271730014,-24.5,0.0360786397,0.0706020624,-0.1397068813,344,9,7,3023,71,-2.3558255263,1.7139716401,0.2244849429,0.4926384454
s114,1.1232723285,-0.4900004244,1.4064598607,2.15,-0.5,710,-0.5333333333,400,3.1805380643,-0.4452430804,1.2105334141,-0.7153052182,0.0990054064,-0.3244006921,3.9185448425,-0.3266259607,1.098383524,11.3333333333,-0.0666666667,1,-0.0026666667,-3.3333333333,12.0833333333,-0.0926041667,2,0.0014958333,-3.3177083333,-0.1428571429,-1.0919080919,8.1,7.8,2.1258016314,-0.5586035682,2.0052105587,-0.2694831651,0.2380013647,0.221716363,0.8888888889,-1.9426288612,0.2487071815,0.0840120644,-0.903383522,-0.0686198092,0.2263124417,4.0959868176,-0.4329914188,1.0903131083,0.9261363636,0.9142857143,191,0.8469238281,13.5,0.0010305459,1,25,0.0007238719,0.6666666667,0.7407407407,2.4833055992,-0.5546341149,1.6280925188,-0.7518948162,-0.0392263763,-0.0351592421,0.3607441574,0.0127674559,0.32347583,3.402047469,-0.389408527,1.0450612738,-386.5,-39,90.5,1,-13.7625815029,24.951412114,0.4050108498,305.5,16,2.0093083842,-0.5994408924,1.7550120989,-0.185962563,-0.0261503808,0.2156522995,0.0556798686,3.6354558517,-0.3897379944,1.0705178269,0.0364248272,0.0472222625,0.180917133,6.6,5.4,3.1670057195,-0.4368507379,1.4173123661,-390.1666666667,3.9158263461,-0.4269344379,1.0412968001,-279.3333333333,-274.3333333333,-5,15.7986111111,3.773733885,-0.393403901,1.2067297352,-0.7655942285,0.0149832619,0.3071218181,2.5360296149,-0.3848720732,1.9283485885,-0.16606129,0.1261648314,-0.4530092243,0.3333333333,-0.2243234149,-0.0674725789,0.1070638866,1082,8,8,4113.5,44,-1.849014637,1.2359101641,0.5121754442,0.6783154804
s123,0.9579598712,-0.1363523068,1.2345980676,1.3,-0.3,532,-0.1666666667,704,3.1090390742,-0.397232938,0.6920987971,-0.1309319393,0.0593326463,-0.0984614106,1.6785619416,-0.2594385546,0.8768318273,14.9583333333,-0.2208333333,1,-0.0011666667,-3.375,22.0869565217,-0.0346674877,2,-0.0071482759,-3.4895320197,-0.4880753786,-0.6414462781,9.2,6.8,1.1820077549,-0.4557599653,1.0290925075,-0.6882477983,0.0874780855,-0.2129470419,0.0555555556,-2.0743260742,-0.0083388389,0.3109191638,-2.3395608173,-0.0183815156,-0.1420167385,3.5239469919,-0.3547920159,1.0673259627,0.6439393939,0.8,147,0.63859272,8.1,0.0016944568,0.7497940063,19,0.0021338437,0.3888888889,0.2222222222,2.0209459789,-0.4377191009,0.8205207333,-1.4078041679,0.0954082645,-0.0769130851,-0.0005115324,0.0151321205,0.0548380496,2.3726930598,-0.4028586339,0.7723634779,-257.8333333333,-7,18,NA,NA,NA,0.3752646685,286,4,0.2860250285,-0.4708204189,0.8264618634,0.0208199106,-0.2676707799,0.9242825043,0.0358547295,2.4962449238,-0.2445810298,1.102269768,-2.0411630852,0.1845862163,-0.5723385856,4.9,4.4,2.3737252063,-0.3956697026,0.7405481952,-370,2.4622411726,-0.3716566254,0.8868269385,-246.3333333333,-253.6666666667,7.3333333333,7.2458333333,3.839433506,-0.3890492495,1.1860804164,-2.0910898221,0.0688910259,-0.0730783408,1.9977381745,-0.3988905887,0.8056300535,-0.4236423211,0.0296079883,-0.0097681206,-5,-0.3806405812,-0.0357302386,0.0876838499,733,8,5,3995,59,0.2267194672,-0.1959478085,0.3547658628,0.1683752471
s128,2.9826311796,-0.3859019273,0.6524139365,1.05,-0.2,385,-0.2,320,4.2709195629,-0.4789029621,0.9014797738,-1.7323781773,0.0803878442,-0.2145556412,4.0662805807,-0.3312038339,1.2305954315,5.0833333333,0.05,3,-0.0066666667,-0.75,10.875,0.0435777006,2,-0.0073253012,-2.2627118644,0.6402580971,-0.4527921196,7.3,7.2,2.853860191,-0.3476345998,1.4936540656,-0.2183709317,0.0684990564,0.0828053374,0.2222222222,0.159856311,0.4000519362,-0.866987222,0.8740799454,0.2149718352,-0.3110839269,3.8898542273,-0.3967560269,0.9639189175,0.9770114943,0.7142857143,212,0.6460633516,4.2,0.0009903153,0.90440979,14.1,0.0019969699,0.6111111111,0.2962962963,1.5362373431,-0.5450396383,1.7178708365,-0.6205597808,0.209573308,-0.379379989,-0.991747918,0.2100049296,-0.7604923305,2.7838662513,-0.4030932097,0.8359876142,-343.6666666667,-28,27,NA,NA,NA,0.5370140674,445,13,NA,NA,NA,0.8064210309,0.1667468274,-0.6148161642,0.057497588,4.4577132042,-0.3710317437,0.8730530924,-1.4898019016,0.0096880573,-0.0501352939,5.8,5.7,2.9310022494,-0.3899236732,0.7094643281,-366.5,3.1731961588,-0.4202094591,0.7971748397,-288.8333333333,-330,41.1666666667,22.2972222222,3.2473497308,-0.355119858,1.4023364495,-1.1823099285,0.1262219935,-0.2411504664,2.0799064767,-0.4537627317,1.1305197053,0.0670549731,-0.0496541519,0.2409250309,17,-0.3355879723,0.0975152653,-0.2941258501,718,9,6,3808.5,52,0.1717073556,-0.1582240052,0.5120689884,0.404661714
s129,1.1871421455,-0.3354677588,0.8521312427,1.55,-0.3,552,-0.3333333333,711,3.5265152484,-0.4701019681,1.0917711481,-0.3867797183,0.1007069301,-0.2785365653,4.3387977044,-0.3230897631,0.9919948766,11.625,-0.0958333333,1,0.0001666667,-6.9583333333,6.9166666667,-0.0326832151,1,-0.0010260047,-1.0780141844,0.3131532952,-0.5796377532,6.3,4.9,1.3222155558,-0.6449144232,0.9474725683,0.5764787603,0.0396922259,-0.2157836289,0.3611111111,0.9921959006,0.3556739283,-0.330803977,1.7170176335,0.1595068928,-0.2951329527,4.3687183838,-0.4911739416,1.0222467384,0.9886363636,0.8285714286,197,0.5,0,NA,0.9959472656,22.4,0.001198879,0.3611111111,0.4814814815,2.5985612801,-0.630646112,1.2683313999,-1.1297316127,0.1760054123,-0.2591618887,-0.3826204401,0.0488220617,0.0939472883,3.0510209305,-0.416080276,0.7859320953,-340.1666666667,24.5,8,1.65,22.7052396825,-15.3516480037,0.4510691251,370.5,12,1.4118309625,-0.7191287911,1.2691033961,-0.0204983018,0.0809857149,-0.3393720631,-0.0193792504,4.340727482,-0.3183839196,0.6338880578,-0.4448678597,0.040378946,-0.0069796802,5.8,4,NA,NA,NA,NA,2.7381312839,-0.420507765,0.9219563369,-288.1666666667,-309,20.8333333333,15.1319444444,2.2911889494,-0.4604207786,1.1819410188,-0.1982806915,0.0520458538,0.3057091434,2.4391302046,-0.4615981706,1.214297915,-0.0133972985,0.0286417507,0.053679682,49.5,-0.81597324,-0.0029786306,-0.1812515228,781.5,9,8,3239.5,55,1.324124281,0.0779184371,0.8072834293,0.2695655895
s131,1.8905585146,-0.2888766757,0.8530064077,2.05,-0.1666666667,640,-0.3,479,3.3165327767,-0.5121732453,0.9454133057,-1.433976156,-0.0307951867,-0.0659908961,NA,NA,NA,5,-0.05,2,-0.01,-1.8333333333,11.875,0.4274810765,2,-0.0063498738,-1.3113961312,0.0333474361,-0.7412209987,7.9,7.3,3.436105191,-0.6158855572,1.240555699,-0.369430145,0.0480422715,0.1451975518,0.0833333333,-1.8082542159,-0.0798673178,0.4779777073,-0.4173907958,-0.014439705,0.1937600467,4.5186711483,-0.6923605709,0.9883233305,0.9886363636,0.7111111111,199,0.8737045288,13.2,0.0008780447,0.9306152344,23.3,0.0009876406,0.5277777778,0.0740740741,2.9747234404,-0.6312639797,1.4854626644,-0.9482579188,0.0197002954,-0.1995301982,-0.0964895324,0.0431548862,-0.250434747,NA,NA,NA,NA,NA,NA,1.2100840336,5.0866518007,-4.2555881291,0.5521626271,433.5,8,1.5482683985,-0.7724095804,1.2568299856,-0.0775107051,0.0548188072,-0.0374717585,0.0168919936,5.2174092536,-0.4461252208,0.8807282747,-0.120769891,0.0019935393,0.0208697242,5.4,5.5,4.1031654187,-0.4608501075,0.9937540966,-422.8333333333,3.2661350388,-0.46207941,1.1369928134,-337.9166666667,-365.3333333333,27.4166666667,-14.3222222222,1.6503209013,-0.6559657289,1.0711019392,0.7341175295,0.2067942171,0.2346626673,1.6852150865,-0.4949957441,0.9933310276,-0.4873970137,0.0076992245,0.0053604978,-37,-0.0427352407,0.034221032,-0.0477436648,740.5,8,6,3197.5,69,0.5667592977,0.6372135066,0.6995827156,0.4404997832
s135,0.7920127949,-0.2509757329,1.2007082411,1.3,0,244,-0.1666666667,143,3.8993768788,-0.5033043062,1.1568154725,0.1832447114,0.0873724948,-0.0740521625,2.4254684865,-0.3305355097,1.7717341743,10.375,0.0708333333,0,0.0051666667,0.2916666667,7.875,-0.012487361,0,-0.0009929221,0.2290192113,0.8146497351,-0.2106034576,7.6,2.8,2.8549522427,-0.6195236448,1.493082726,0.2256711928,0.0508427404,-0.1306481508,0,1.0793618597,0.1385436871,-0.1425710952,0.5024197005,-0.1661121602,0.0643920261,2.128962922,-0.5347686613,1.4244241717,0.8873563218,0.7650793651,107,0.6998468399,7.5,0.0011921025,0.7828738213,8.8,0.001180926,0.3333333333,0.1111111111,2.0360331666,-0.5787433283,2.0190603629,-0.5165391616,-0.083078962,0.1297207477,-0.2515030512,0.2025455461,-0.3680188691,NA,NA,NA,NA,NA,NA,1.1052631579,-2.6978374167,1.9319876071,0.6569096418,446,2,1.5143495069,-0.5696953947,1.8511977375,0.2221059545,-0.0005258733,0.2149966958,0.0747094208,1.8836023124,-0.4313457627,1.3882759438,0.0700530687,0.0340004164,-0.0497800129,5.4,5.6,2.5534440816,-0.5812551112,1.3923735738,-369,1.6633853052,-0.4210555413,1.215321283,-210.3333333333,-361,150.6666666667,74.5472222222,2.5232919492,-0.435459077,1.5258430967,-0.3501452502,0.0685542749,-0.1248689061,0.4443648064,-0.3572570594,1.2839559979,0.1186450705,0.0239054109,0.3036145096,-128.6666666667,-0.2975322797,0.1143449788,-0.3212146202,780,9,7,2436.5,57,NA,NA,0.8962352025,0.2041692319
s140,0.9381365448,-0.3168841712,1.1656607908,1.6,-0.1,550,-0.1666666667,575,3.7971963953,-0.4261034267,1.1992734685,-1.1742282598,0.033096296,-0.0378948918,3.4786439524,-0.3153080343,1.2372824446,7.9166666667,-0.0416666667,2,-0.0183333333,-1.6666666667,6.375,-0.0291708797,2,-0.0106309403,-2.8159757331,0.2701149425,-0.6048214831,6,5,1.7138698525,-0.663916233,1.3991116474,0.0176275341,0.0588510864,0.2650380714,0.1388888889,0.9518596383,0.3766885684,-0.1391788838,0.2367783426,0.0712648101,0.1781001919,3.1853956139,-0.669983527,1.621395456,1,0.9142857143,166,0.7277178288,5,0.0014794007,1,25,0.0023555868,0.3888888889,0.4814814815,2.2873513362,-0.5156188392,1.7972201293,-1.0603107813,0.3053522316,-0.5805128804,-0.3517996157,0.1084906486,-0.2217090172,3.2860875113,-0.3982641082,0.9760487006,-328.8333333333,-33.5,54,1.1764705882,0.7191293952,1.2744921654,0.4440443933,283,6,1.1837684168,-0.68743839,1.3309498196,-0.7977611603,-0.0462970231,0.5039909004,0.0589092645,3.3080759665,-0.3844289904,1.3890611633,-0.1241404281,0.0308066111,-0.1667310466,6.4,6.1,3.0739312488,-0.4355419878,0.8887653044,-334.3333333333,2.7916602969,-0.4074967245,0.9309337931,-239.1666666667,-257.3333333333,18.1666666667,58.7722222222,2.8115312446,-0.3313901119,1.6197141328,-0.4225944322,0.1213857237,-0.0170591874,2.4252892712,-0.4049298338,1.4353916998,-0.6712409618,-0.0486920933,0.2580704755,-35,-0.1860231324,0.2587036273,-0.4911132306,496,9,6,2465.5,84,-0.836728909,0.3522205936,0.1401508039,0.1936424316
s142,1.3887782554,-0.4594000445,1.083021995,2.25,-0.2,534,-0.2666666667,271,4.2565032283,-0.4849858983,1.0698633708,-0.4391748113,-0.0169994955,-0.03949694,3.5150527496,-0.3253925081,1.1071868832,4.7916666667,0.0458333333,2,-0.0101666667,-1.125,7.3333333333,0.035950582,2,NA,-1.4745762712,-0.3134343747,-0.7277996259,6.6,5.7,2.5894723157,-0.4524163306,1.3730009933,-1.7285589485,-0.0396380161,0.3562741865,0.0833333333,2.3731382524,0.3745089845,-0.8283140629,1.0975024456,0.21006445,-0.4195650137,3.2414586518,-0.5155248485,1.160341846,0.9772727273,0.8857142857,109,0.7695135117,11.5,0.0021706898,0.8,24.5,0.0025718289,0.4444444444,0.1481481481,2.6339692077,-0.4227266265,1.2912821348,-2.4204170376,-0.0778419652,-0.1487020982,-1.206464248,-0.0861401329,0.3041870818,3.2558161596,-0.4210233785,1.0342401613,-287.3333333333,-33,34.5,NA,NA,NA,0.5690094626,492,9,2.2640607353,-0.5811854262,1.5575379537,-0.2749105555,0.0018773156,-0.1220686602,0.0762286152,3.1516818789,-0.32717934,1.2348391899,0.5519339407,0.0954683557,-0.1840227749,6,5.6,4.1728310694,-0.434985997,0.9771633158,-278.5,2.4180880401,-0.3793765885,1.1779728519,-276.6666666667,-296.5,19.8333333333,-5.1458333333,3.6853140535,-0.40565569,1.2356821767,-1.2621989697,0.0583484924,0.0492404132,0.5096414872,NA,1.0980577563,0.4446834691,0.0211727286,0.0531353267,36.8333333333,-1.0578302664,0.0394083119,-0.0844987581,657,11,9,3015.5,49,-0.6248784107,0.1881607591,0.6321433967,0.4058560122
s145,1.1828502526,-0.3092653422,1.0533345203,1.75,-0.1333333333,760,-0.4,390,2.7945937103,-0.393007132,1.6219171597,-2.41025294,0.1287110158,-0.1577684437,1.9394966476,-0.2309236867,1.0919123829,6.2083333333,0.0125,2,-0.0041666667,-1.9583333333,21.2916666667,-0.1552380952,3,-0.0097428571,-2.5642857143,-0.4054906247,-0.6374337846,6.1,5.5,1.5598299256,-0.5755706091,1.3331206868,-0.6940420628,0.021414562,-0.2406331612,0.0555555556,-1.0566398961,0.3040592457,-0.7196897476,1.4329295688,0.173905094,-0.6501073379,2.5160132031,-0.422110352,1.3148209852,0.9022058824,0.5492063492,118,0.7779518127,11.6,0.0010220871,0.854989624,16.6,0.0014857978,0.6666666667,0.2592592593,0.9842999558,-0.4000320562,1.1576087923,-0.82519191,0.0357388957,-0.1012853811,-1.1432791619,0.0258955475,-0.1719223267,2.3230757951,-0.3506679935,0.8459488735,-251.1666666667,15.5,2.5,1,-1.4040339871,1.1002820817,0.4278465461,339,10,1.730664085,-0.6250125661,2.0203271055,0.5141767257,0.1232492079,-0.3658135594,0.0184443957,2.5815051034,-0.210798753,1.2310856276,-2.2022950132,0.1112321991,-0.4724505598,4.4,5,2.9987980032,-0.3991830997,1.1209598385,-382.1666666667,2.3340048739,-0.383776531,0.9554454771,-252.8333333333,-266.6666666667,13.8333333333,45.3819444444,2.7877793685,-0.4505539732,1.3733659987,-1.4132716886,0.0988318642,-0.4215104079,1.7674818722,-0.413628483,1.4402021948,-0.1276861289,0.0655241893,-0.2535238191,-17.6666666667,-0.7072531275,-0.0114832551,0.2173521988,1010.5,9,6,4422,47,-0.1137097103,-0.1274523465,0.7632798057,0.3830170567
