"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-SelfConceptWorker","UPDATE-SelfConceptWorker","CURRENT-SelfConceptTester","UPDATE-SelfConceptTester","CURRENT-RetestWorkerB5","UPDATE-RetestWorkerB5","CURRENT-RetestWorkerB4","UPDATE-RetestWorkerB4","CURRENT-RetestWorkerB3","UPDATE-RetestWorkerB3","CURRENT-RetestWorkerB2","UPDATE-RetestWorkerB2","CURRENT-RetestWorker","UPDATE-RetestWorker","CURRENT-Pilot_EMA","UPDATE-Pilot_EMA","CURRENT-LifetimeWorker","UPDATE-LifetimeWorker","CURRENT-F/U","UPDATE-F/U","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"A1GKTC682SWY23","https://requester.mturk.com/workers/A1GKTC682SWY23","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","2","","Never Blocked","",""
"A1GMJZUQ8Q7053","https://requester.mturk.com/workers/A1GMJZUQ8Q7053","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","2","","Never Blocked","",""
"A1GMRROYQ4Z9AB","https://requester.mturk.com/workers/A1GMRROYQ4Z9AB","6","6","100.00%","6","6","100.00%","5","5","100.00%","","","","","","","","","","","","","","","1","","","","","","Never Blocked","",""
"A1GV0UZU0T2ORS","https://requester.mturk.com/workers/A1GV0UZU0T2ORS","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1GXPNXDLMT0QB","https://requester.mturk.com/workers/A1GXPNXDLMT0QB","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1GYO6CJMVA9ZA","https://requester.mturk.com/workers/A1GYO6CJMVA9ZA","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1GZOEMTN2KYDA","https://requester.mturk.com/workers/A1GZOEMTN2KYDA","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","2","","Never Blocked","",""
"A1HFBH5DXW9WRW","https://requester.mturk.com/workers/A1HFBH5DXW9WRW","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1HSH7YOK6XIO8","https://requester.mturk.com/workers/A1HSH7YOK6XIO8","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1HWB810RJBV2K","https://requester.mturk.com/workers/A1HWB810RJBV2K","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","2","","","","","","Never Blocked","",""
"A1HWTTN3JEUNZY","https://requester.mturk.com/workers/A1HWTTN3JEUNZY","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1IM92Q6UK32DV","https://requester.mturk.com/workers/A1IM92Q6UK32DV","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1IOJ2LGMGISYM","https://requester.mturk.com/workers/A1IOJ2LGMGISYM","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1IQL14PO7OLJH","https://requester.mturk.com/workers/A1IQL14PO7OLJH","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1IQV3QUWRA8G1","https://requester.mturk.com/workers/A1IQV3QUWRA8G1","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1J8TVICSRC70W","https://requester.mturk.com/workers/A1J8TVICSRC70W","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1JQJAWQ9YWTC3","https://requester.mturk.com/workers/A1JQJAWQ9YWTC3","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","2","","Never Blocked","",""
"A1JV64BL3WCK0G","https://requester.mturk.com/workers/A1JV64BL3WCK0G","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1JVO7FLPATHUB","https://requester.mturk.com/workers/A1JVO7FLPATHUB","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","2","","Never Blocked","",""
"A1JVWOBGNA6KJT","https://requester.mturk.com/workers/A1JVWOBGNA6KJT","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1K75ALN5NQIJM","https://requester.mturk.com/workers/A1K75ALN5NQIJM","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","Never Blocked","",""
"A1K8QNLYYYX21W","https://requester.mturk.com/workers/A1K8QNLYYYX21W","4","4","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","3","","1","","","","Never Blocked","",""
"A1KIKDBI04LCZL","https://requester.mturk.com/workers/A1KIKDBI04LCZL","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1KK5PS8X2U5QP","https://requester.mturk.com/workers/A1KK5PS8X2U5QP","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1KQWBK5WHCNYQ","https://requester.mturk.com/workers/A1KQWBK5WHCNYQ","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1L0G5ZGQPEF5I","https://requester.mturk.com/workers/A1L0G5ZGQPEF5I","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","1","","","","","","1","","","","Never Blocked","",""
"A1L1SQ488YCCFJ","https://requester.mturk.com/workers/A1L1SQ488YCCFJ","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1L8EDNM7HZZAX","https://requester.mturk.com/workers/A1L8EDNM7HZZAX","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1LRJ2MQD4AMES","https://requester.mturk.com/workers/A1LRJ2MQD4AMES","3","3","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","3","","1","","","","Never Blocked","",""
"A1LRJ4U04532TM","https://requester.mturk.com/workers/A1LRJ4U04532TM","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","1","","","","Never Blocked","",""
"A1LXW53Z5S9XG","https://requester.mturk.com/workers/A1LXW53Z5S9XG","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1LZWU72K42V92","https://requester.mturk.com/workers/A1LZWU72K42V92","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","1","","Never Blocked","",""
"A1M13LVFQNRQ5","https://requester.mturk.com/workers/A1M13LVFQNRQ5","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","2","","Never Blocked","",""
"A1M682B2WUSYJP","https://requester.mturk.com/workers/A1M682B2WUSYJP","3","3","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","3","","1","","","","Never Blocked","",""
"A1M907BJPOLBU1","https://requester.mturk.com/workers/A1M907BJPOLBU1","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1MB3A5MC58LK6","https://requester.mturk.com/workers/A1MB3A5MC58LK6","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1ME089VLGOBBI","https://requester.mturk.com/workers/A1ME089VLGOBBI","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1MYLQQL8BBOYT","https://requester.mturk.com/workers/A1MYLQQL8BBOYT","3","3","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","3","","1","","","","Never Blocked","",""
"A1N1XX269GGJSR","https://requester.mturk.com/workers/A1N1XX269GGJSR","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1N4AZ1QXPOPXH","https://requester.mturk.com/workers/A1N4AZ1QXPOPXH","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","1","","","","","","1","","","","Never Blocked","",""
"A1NM7ZPZ3NH412","https://requester.mturk.com/workers/A1NM7ZPZ3NH412","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1NXHA2741IJEA","https://requester.mturk.com/workers/A1NXHA2741IJEA","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","1","","","","Never Blocked","",""
"A1NZFJHVJ9CNTO","https://requester.mturk.com/workers/A1NZFJHVJ9CNTO","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","1","","","","Never Blocked","",""
"A1O81SOPKHK5RZ","https://requester.mturk.com/workers/A1O81SOPKHK5RZ","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","Never Blocked","",""
"A1OBWGLS5LRLT3","https://requester.mturk.com/workers/A1OBWGLS5LRLT3","2","2","100.00%","2","2","100.00%","1","1","100.00%","","","","","","","","","","","","","","","1","","","","","","Never Blocked","",""
"A1ODGBU73JE8S","https://requester.mturk.com/workers/A1ODGBU73JE8S","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","1","","","","Never Blocked","",""
"A1OIITZ4Z8WEW","https://requester.mturk.com/workers/A1OIITZ4Z8WEW","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1OK974KXKO6FJ","https://requester.mturk.com/workers/A1OK974KXKO6FJ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1OKNQ2JEXW34Q","https://requester.mturk.com/workers/A1OKNQ2JEXW34Q","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","1","","Never Blocked","",""
"A1OMBMURINTJCM","https://requester.mturk.com/workers/A1OMBMURINTJCM","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","1","","","","Never Blocked","",""
"A1OSRAPSRT934Z","https://requester.mturk.com/workers/A1OSRAPSRT934Z","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","Never Blocked","",""
"A1OZPLHNIU1519","https://requester.mturk.com/workers/A1OZPLHNIU1519","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","2","","Never Blocked","",""
"A1P6OXEJ86HQRM","https://requester.mturk.com/workers/A1P6OXEJ86HQRM","4","4","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","3","","1","","","","Never Blocked","",""
"A1PELXP1T9FA0W","https://requester.mturk.com/workers/A1PELXP1T9FA0W","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","1","","","","","","1","","","","Never Blocked","",""
"A1PT63J40GNSZF","https://requester.mturk.com/workers/A1PT63J40GNSZF","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","1","","Never Blocked","",""
"A1PUHCEBSOWETV","https://requester.mturk.com/workers/A1PUHCEBSOWETV","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1PZ1YZAQEXRSQ","https://requester.mturk.com/workers/A1PZ1YZAQEXRSQ","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1Q5KU5RVDE67","https://requester.mturk.com/workers/A1Q5KU5RVDE67","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1QG4N21BF61PC","https://requester.mturk.com/workers/A1QG4N21BF61PC","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1QG4WF9ZTZTK2","https://requester.mturk.com/workers/A1QG4WF9ZTZTK2","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","Never Blocked","",""
"A1QTQISKEHWSKZ","https://requester.mturk.com/workers/A1QTQISKEHWSKZ","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1R0689JPSQ3OF","https://requester.mturk.com/workers/A1R0689JPSQ3OF","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","1","","","","","","1","","","","Never Blocked","",""
"A1R4KVYEV07CAJ","https://requester.mturk.com/workers/A1R4KVYEV07CAJ","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","Never Blocked","",""
"A1R5W4RQZTROD8","https://requester.mturk.com/workers/A1R5W4RQZTROD8","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1RD79V8R2YXZP","https://requester.mturk.com/workers/A1RD79V8R2YXZP","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","1","","","","Never Blocked","",""
"A1RILUP7EBYOQ1","https://requester.mturk.com/workers/A1RILUP7EBYOQ1","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1RT9SQ9D9DLOV","https://requester.mturk.com/workers/A1RT9SQ9D9DLOV","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","1","","","","Never Blocked","",""
"A1RTSS7I0P7M5G","https://requester.mturk.com/workers/A1RTSS7I0P7M5G","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","1","","","","","","1","","","","Never Blocked","",""
"A1S6QWSCBRYSFZ","https://requester.mturk.com/workers/A1S6QWSCBRYSFZ","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","1","","","","Never Blocked","",""
"A1SL65Z68BK1UT","https://requester.mturk.com/workers/A1SL65Z68BK1UT","3","3","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","3","","1","","","","Never Blocked","",""
"A1SN0UU3V61IIM","https://requester.mturk.com/workers/A1SN0UU3V61IIM","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1SRF7085UM3HI","https://requester.mturk.com/workers/A1SRF7085UM3HI","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","1","","","","Never Blocked","",""
"A1SVUNEZBEG1X8","https://requester.mturk.com/workers/A1SVUNEZBEG1X8","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1SWAG6ZP6SNNW","https://requester.mturk.com/workers/A1SWAG6ZP6SNNW","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","1","","1","","1","","","","1","","","","Never Blocked","",""
"A1SXSNMYZCHT0","https://requester.mturk.com/workers/A1SXSNMYZCHT0","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1T2162PMSEH0P","https://requester.mturk.com/workers/A1T2162PMSEH0P","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","1","","","","Never Blocked","",""
"A1T6QVMIXF74FF","https://requester.mturk.com/workers/A1T6QVMIXF74FF","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1T6RFUU0OTS0M","https://requester.mturk.com/workers/A1T6RFUU0OTS0M","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1T9IKE8GV4LR4","https://requester.mturk.com/workers/A1T9IKE8GV4LR4","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1TH0PTGDSBWMO","https://requester.mturk.com/workers/A1TH0PTGDSBWMO","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1TS2SKXPX7ZED","https://requester.mturk.com/workers/A1TS2SKXPX7ZED","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","1","","","","Never Blocked","",""
"A1U8HCXVACOGJ8","https://requester.mturk.com/workers/A1U8HCXVACOGJ8","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1U8RH67FLZW87","https://requester.mturk.com/workers/A1U8RH67FLZW87","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1UDB1L9AID4AF","https://requester.mturk.com/workers/A1UDB1L9AID4AF","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1UWJTUVGAAF6D","https://requester.mturk.com/workers/A1UWJTUVGAAF6D","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1V1JNPU0KOA3X","https://requester.mturk.com/workers/A1V1JNPU0KOA3X","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A1V233AXP5U3CI","https://requester.mturk.com/workers/A1V233AXP5U3CI","6","6","100.00%","6","6","100.00%","5","5","100.00%","","","","","","","","","","","","","","","1","","","","","","Never Blocked","",""
