,adaptive_n_back.hddm_drift,adaptive_n_back.hddm_non_decision,adaptive_n_back.hddm_thresh,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_loss_percent,angling_risk_task_always_sunny.keep_score,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_loss_percent,angling_risk_task_always_sunny.release_score,attention_network_task.alerting_hddm_drift,attention_network_task.conflict_hddm_drift,attention_network_task.hddm_drift,attention_network_task.hddm_non_decision,attention_network_task.hddm_thresh,attention_network_task.orienting_hddm_drift,bickel_titrator.hyp_discount_rate_large,bickel_titrator.hyp_discount_rate_medium,bickel_titrator.hyp_discount_rate_small,choice_reaction_time.hddm_drift,choice_reaction_time.hddm_non_decision,choice_reaction_time.hddm_thresh,cognitive_reflection_survey.correct_proportion,cognitive_reflection_survey.intuitive_proportion,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.hddm_drift,directed_forgetting.hddm_non_decision,directed_forgetting.hddm_thresh,directed_forgetting.proactive_interference_hddm_drift,discount_titrate.percent_patient,dot_pattern_expectancy.AY-BY_hddm_drift,dot_pattern_expectancy.BX-BY_hddm_drift,dot_pattern_expectancy.bias,dot_pattern_expectancy.dprime,dot_pattern_expectancy.hddm_drift,dot_pattern_expectancy.hddm_non_decision,dot_pattern_expectancy.hddm_thresh,go_nogo.bias,go_nogo.dprime,hierarchical_rule.score,holt_laury_survey.safe_choices,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.hyp_discount_rate_large,kirby.hyp_discount_rate_medium,kirby.hyp_discount_rate_small,local_global_letter.conflict_hddm_drift,local_global_letter.hddm_drift,local_global_letter.hddm_non_decision,local_global_letter.hddm_thresh,local_global_letter.switch_cost_hddm_drift,motor_selective_stop_signal.SSRT,motor_selective_stop_signal.hddm_drift,motor_selective_stop_signal.hddm_non_decision,motor_selective_stop_signal.hddm_thresh,motor_selective_stop_signal.reactive_control,motor_selective_stop_signal.selective_proactive_control,probabilistic_selection.positive_learning_bias,probabilistic_selection.value_sensitivity,psychological_refractory_period_two_choices.PRP_slope,ravens.score,recent_probes.hddm_drift,recent_probes.hddm_non_decision,recent_probes.hddm_thresh,recent_probes.proactive_interference_hddm_drift,shape_matching.hddm_drift,shape_matching.hddm_non_decision,shape_matching.hddm_thresh,shape_matching.stimulus_interference_hddm_drift,shift_task.acc,shift_task.learning_rate,simon.hddm_drift,simon.hddm_non_decision,simon.hddm_thresh,simon.simon_hddm_drift,simple_reaction_time.avg_rt,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.SSRT,stim_selective_stop_signal.hddm_drift,stim_selective_stop_signal.hddm_non_decision,stim_selective_stop_signal.hddm_thresh,stop_signal.SSRT_high,stop_signal.SSRT_low,stop_signal.hddm_drift,stop_signal.hddm_non_decision,stop_signal.hddm_thresh,stop_signal.proactive_SSRT_speeding,stop_signal.proactive_slowing,stroop.hddm_drift,stroop.hddm_non_decision,stroop.hddm_thresh,stroop.stroop_hddm_drift,threebytwo.cue_switch_cost_hddm_drift_100.0,threebytwo.cue_switch_cost_hddm_drift_900.0,threebytwo.hddm_drift,threebytwo.hddm_non_decision,threebytwo.hddm_thresh,threebytwo.task_switch_cost_hddm_drift_100.0,threebytwo.task_switch_cost_hddm_drift_900.0,tower_of_london.avg_move_time,tower_of_london.num_extra_moves,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,two_stage_decision.model_based,two_stage_decision.model_free,two_stage_decision.perseverance,writing_task.neutral_probability,writing_task.positive_probability
s103,0.8610771571,0.28262786100000004,1.6469992499,1.8,29.6956521739,0.2333333333,664,16.95,0.33333333330000003,324,-0.24994937490000002,-0.7878439195,3.799622008,0.37682998500000003,2.6494487691,0.49547340830000003,0.0157563286,0.013944458000000002,0.0676484375,2.5493035921000002,0.2911131513,1.6274832983,0.1666666667,0.5,11.4583333333,0.0125,1,-0.0005,-5.625,7.125,0.16168437030000002,3,-0.0050804249,-2.2086494689,0.056784107900000005,0.6941529235,6.1,4.6,,,,,0.1388888889,-1.8842481926999999,-1.3897501669,-0.7962484724000001,3.7276379925,2.3645471543,0.26281062,1.8323315984000001,-0.8308046694000001,3.7967503866000003,143.0,3,0.7385379792,0.0010727896,0.7926330566,0.0011125346,0.6388888889000001,0.0256124969,0.0256124969,0.06403124240000001,-1.0429854906,1.5545848564,0.44281683180000003,1.9886523307,-0.2404937829,451.1666666667,2.4746875358000002,0.26702276340000003,1.8589819746,46.0,145.0,-11.5155628611,17.2602833185,0.5936422140000001,3,1.0590078036,0.4598297792,2.1816714399,-0.6508920732,2.7861778814,0.4668548275,1.7511357873,-1.3836299424,0.48267326730000004,0.0818989383,2.448815893,0.3364820819,1.3374102651,-1.0959458114,346.0,4.6,4.7,321.8333333333,2.3534749168,0.0319921224,3.2404047156,271.6666666667,246.5,3.0830431142,0.3298772614,1.6735828238,-25.1666666667,-4.6542734519,2.6566431832,0.43205148260000004,1.9069518231,-1.4823842028,-0.4905454112,-0.1928217937,1.612418868,0.40227189550000003,1.5289274443,-0.3297931078,0.0958434283,2633.0590909091,6,8,2609.8333333333,0.9288920686000001,-0.2845493518,1.4543985498,0.593664155,0.5745071466
s105,0.8969316108000001,0.2638396127,1.0688899604,1.05,41.5,0.4666666667,627,25.5,0.2,599,0.09138301280000001,-0.5975696549,3.1391634832,0.341286009,2.0766917434,-0.6770026633,0.000105328,0.000300869,0.0019682617,2.6343263806,0.2819847082,1.8850673025,0.1666666667,0.1666666667,15.875,0.07083333330000001,0,-0.008833333300000001,0.7083333333,22.2916666667,0.0171284635,2,0.0057371956,-2.2298488665,0.036916253600000004,0.9195799635,6.3,4.7,1.0612309035,0.38171983060000003,1.6959365939,0.7940767846,0.8611111111,-0.6958081244000001,-0.8579630465,-0.6932395302000001,3.1607721784,2.1051004737,0.2237347042,1.6591894883,-0.7870721941000001,2.2302886033,155.0,6,0.7342792511,0.0019930811,0.8955169678,0.0019821293,0.6388888889000001,0.0006324555,0.0015811388,0.0038729833,-1.9693716777999999,0.9306958320000001,0.2765493832,1.6094513118,-0.2689872425,295.8333333333,2.4736970938000002,0.3335086574,1.4085846798000001,-14.0,40.0,-12.1619807335,18.3326203416,0.5576468825,3,1.1135718604,0.5167252365,1.6784067872000001,-0.3567713249,,,,,0.5088161209000001,0.055721954100000005,1.5719594585,0.3366306343,1.2327890506,-1.330829252,433.0,6.3,4.8,197.0,2.8738756149,0.4106533204,1.8170443198,220.3333333333,294.1666666667,2.4784291702,0.3039298547,1.2875050080000001,73.8333333333,22.685520362,1.8904599773,0.2764143662,2.1692844322,-1.0616167404,,,,,,,,2160.1686147186,4,9,3798.4166666667,-0.3865867401,0.103505805,-0.027177291500000002,0.8215974089,0.3816790055
s106,1.0282872358,0.0689581722,1.4202856175,1.65,34.6666666667,0.2,800,21.8823529412,0.4333333333,356,-0.2931720606,-1.4486178194,2.5375497976,0.3818691369,1.1618950779000001,-0.2069959368,1.51555e-05,3.4138200000000005e-05,0.0007841797,5.3615658085,0.2436895684,1.1311612191,0.1666666667,0.33333333330000003,17.625,0.054166666700000005,0,-0.006500000000000001,-1.625,18.7083333333,0.26575899210000004,2,-0.0032017883000000002,-2.2098150782,0.0950163847,0.9221298278000001,8.3,7.0,2.2839069614,0.3541577723,1.5834371537,-0.1976745091,0.7777777778,-3.1819654794,1.8991168907,0.4847229195,4.3506890982,2.390324831,0.2182388359,1.1852289554,-1.2494826612,3.4664424285,160.0,6,0.6421589851,0.0012834576,0.6838119507,0.0013489725,0.47222222220000004,0.0002011893,0.0002011893,0.0002011893,-1.4886375363,1.746844271,0.34729409310000003,1.2854258133,-0.36768811220000003,290.3333333333,2.4567900816,0.3524096882,0.7319482073,47.5,12.5,0.0048136832,1.8764282864,0.3842625785,7,1.6993678126,0.43207925340000003,1.5742572154,-0.3358341086,2.742106306,0.38913023880000003,1.3630574258,-2.4816802699,0.3936430318,0.033057296800000004,3.3287592529,0.2613947676,1.05951333,-2.1585742854,281.0,5.4,4.9,346.1666666667,2.0386350596,0.3249524955,0.8779011829000001,230.1666666667,259.3333333333,1.7239005432,0.15631191860000002,1.7625709857,29.1666666667,31.9264150943,2.5831842017,0.3510548378,1.6605869859,-1.3524009817,-0.7133275480000001,-0.7074145068000001,1.3907578685,0.3364552887,1.1959147008,-0.428685476,0.4784159881,1548.5303030303,4,10,4390.8333333333,-0.2496528653,-0.1844741429,-0.061017265800000005,0.41628537860000003,0.6711490993
s107,1.1523832164,0.1896014095,1.9726360164,2.25,35.1052631579,0.36666666670000003,622,41.0588235294,0.4333333333,649,-0.5518143752,-0.7285138363,3.5325682011,0.3405503498,2.0673932065,-0.7864343436,0.0002609609,0.0015495758000000001,0.0068388672,3.5967279092,0.3093738346,1.2492603345,0.6666666667000001,0.33333333330000003,11.2083333333,0.1625,2,0.0028333333,-4.5416666667,13.5416666667,0.1211586902,1,0.0024072208,-3.7315281276,0.22348738370000001,0.6430794458,6.7,7.8,1.9293251057,0.3489643814,1.8571970320000002,0.3141070338,0.33333333330000003,-4.1173042721,-0.6510476197,-0.5629734621,4.194188013,2.2742934703,0.1022128872,2.0552598174,-1.0385004382,3.3813588491,164.0,6,0.6801818848,0.0010243,1.0,0.0012345529,0.5,0.009797959,0.0250474647,0.0256124969,-0.7402918654,1.5906065135,0.5030762034,2.0770405836,-0.31877880470000003,300.0,2.8869030493,0.2929054256,1.4785710512,21.5,38.5,-29.7529814543,34.0019393471,0.5763595557,11,1.4139710118,0.4731123392,1.9387495279,-0.6530756607,2.6666725881,0.4798784232,1.9668188316,-1.7279236377,0.5975,0.0558911686,3.0347154961,0.3121864425,1.6148123138,0.2794030617,299.5,5.8,5.1,244.8333333333,3.3036666938,0.1821887549,3.5135871414,255.8333333333,273.5,3.2422387196,0.3160815212,1.9600830749,17.6666666667,-18.3796918802,3.095636057,0.3271748103,2.2790085252,-0.35440473640000003,0.1399431264,-0.4179414388,2.1906063412,0.3143527363,1.8339244002,-0.9601883306000001,0.15870362600000001,2470.2454545455,-1,10,3937.25,-0.53793774,0.0922848846,-0.9543353477000001,0.22055538830000002,0.1797998153
s108,1.0147730808,0.2297218494,1.4009658972,1.75,30.9545454545,0.2666666667,656,22.5,0.4,383,-0.5800173625,-1.3321400972,3.8659649704,0.4994746008,1.7684585324,-0.2695053463,3.02162e-05,9.267900000000001e-05,0.0111357422,4.1647024711,0.3263236238,1.4111449773,1.0,0.0,4.4583333333,0.1125,3,-0.0041666667,-2.2083333333,2.3333333333,0.0208037825,1,-0.0018321513,-1.2913711584,0.4588078619,-0.0018674994,6.6,6.5,2.0245614907,0.4778979592,2.3091783886,-0.0826268012,0.7777777778,-2.9238003973,0.8186052385,0.4902031417,4.3397286539,2.3768460076,0.2245263834,2.0558244892,-0.8075379761,4.3503317988,202.0,6,0.8256057739,0.0009403176000000001,1.0,0.0011827446,0.6111111111,0.0015811388,0.0015811388,0.0038729833,-0.3677566655,1.9660422766,0.3213806738,2.9264244636,-0.44359970660000003,389.3333333333,2.6567374683000002,0.3178941427,1.7205709748,31.0,87.5,19.2029985213,-10.4122079373,0.6453253666000001,14,1.4793229716,0.5097787939,2.4719536189,-0.0372638636,2.8228517751,0.42280980360000003,2.1480410679,-1.5558814107,0.49507389160000004,0.06720196340000001,3.3605363793,0.33851848160000003,1.3512035342,-0.7179172732,349.5,6.9,5.8,349.3333333333,3.7069285405,0.3959232023,2.3549941573,275.1666666667,310.0,2.9061467103,0.3077862521,2.1422014976,34.8333333333,169.488716835,3.4273408244,0.4394256781,2.390344648,-0.9035860064000001,0.0223167171,-0.4634694278,1.8519570104,0.43372660550000003,1.758022182,-0.37169803090000003,0.1622451927,2609.7727272727,-5,11,4432.4545454545,-0.0450397109,-0.2550633524,-0.7507546619000001,0.8789986569,0.4867264704
s109,0.9345633912,0.026399875200000002,1.8579557378,1.8,20.9545454545,0.2666666667,438,17.0869565217,0.2333333333,374,-0.9174198388,-0.451059965,2.2966996199,0.3627664444,1.6425619729,-0.2788387287,0.0004429626,0.0013471909000000002,0.0090263672,2.3672965506,0.2574134622,2.4091341528,0.6666666667000001,0.1666666667,8.4166666667,0.0666666667,1,0.0016666667,-1.5,10.875,0.0375,1,-0.001745098,-1.0196078431,-0.1375755588,0.5784639895,7.3,7.2,1.4721615048,0.4441535166,2.0829949964,-0.4524854499,0.30555555560000003,-0.7110029694000001,-1.4930764015,-0.6468257519,0.9790301346,1.0100367178,0.0563016453,1.6964113086000001,-0.3422410601,2.3677245873,133.0,6,0.7423069,0.0015015255,0.9576660156000001,0.0018466349,0.3888888889,0.0038729833,0.009797959,0.009797959,-0.6568763251,1.3964574152,0.49578266460000003,2.282866969,-0.2515020308,336.6666666667,2.0878819795,0.2481684156,1.4086791389,50.5,27.5,2.3498472124,0.4593555351,0.7997560254,9,1.1243053095,0.5750117035,1.7393282047,-0.1193617523,2.263551219,0.2513990027,2.6679300975,-0.7463811034000001,0.3945409429,0.0292713921,1.8247228538,0.3302344077,2.1592182672,-0.2428728376,510.0,6.0,6.7,397.5,2.2768421673,0.4398746511,0.9586465033,305.1666666667,386.6666666667,2.2988158426,0.3856383754,1.4005760482,81.5,2.9725810885,2.1346290743,0.46993637930000004,1.9467786435,-0.9216952860000001,-0.1899837057,0.4138576876,1.3756881949,0.1872725386,2.1077941488,-0.1078148929,-0.7948896846,2495.975,15,5,3599.0,0.3412201842,0.4599545607,1.1705819286,0.7896617864000001,0.3525971572
s110,0.4724614395,0.1882507596,1.1465846548,1.3,26.75,0.2,616,12.72,0.1666666667,308,-0.8135405554,-0.8291962631,2.4528302777,0.270227319,1.2122622862,-1.6303727926,0.0189578853,0.0367980957,0.0990019531,2.7638861778,0.2160658207,1.4681429541,0.33333333330000003,0.33333333330000003,5.1666666667,0.1,2,-0.0003333333,-1.6666666667,10.75,-0.0465824065,2,-0.009286147600000001,-1.9732052578000001,0.5658187411,0.4581924416,5.7,4.6,1.2182901615,0.3064370528,1.6850185474,-0.4033298925,0.0,-2.3852674083,0.14655499560000002,0.3298219498,4.6604910377,2.5365321612000002,0.1783981447,1.3439110532,-0.7017421781000001,4.5619233948,120.0,9,0.6435934067,0.0008878011,0.8122179032,0.0013406952,0.3888888889,0.0256124969,0.158113883,0.1265219767,,,,,,,,,,,,,,0.4421847098,7,0.8468476233000001,0.24817722220000002,1.5778431880000001,0.0013483701,2.3994612737,0.3648193665,1.9068221386,-2.1509120841,0.4458438287,0.0110473978,1.3508073046,0.2001177408,0.8723064813,-2.4436700939,287.5,5.5,4.7,,,,,,,,,,,,1.9172878661000001,0.2990343976,1.5091494666,-1.5431822350000002,,,,,,,,2182.7481481481,4,7,3268.5,,,,0.876295535,0.397047688
s111,1.221864272,0.2494982261,1.6798075733000002,2.35,22.9545454545,0.2666666667,501,13.6363636364,0.2666666667,290,-0.9425478251,-1.5876976816,2.968026986,0.383440123,2.2576852926,-0.6496955006,0.0009273878000000001,0.2107822266,0.0597255859,3.5573316024,0.2885317485,1.7405583275,0.8333333333,0.1666666667,14.9166666667,-0.125,0,0.0006666667,-0.5,20.4583333333,0.12916666670000002,1,-0.0031176471,-4.2549019608,0.1778842246,0.9441226354000001,10.5,10.9,0.5846330779000001,0.4089642087,1.8095090676,2.3701211398,0.0833333333,,,,,,,,-0.7717910818,3.4406522452,160.0,5,0.7748316765000001,0.0015883648000000002,0.9517501831,0.0019421936,0.6111111111,0.0256124969,0.0250474647,0.06403124240000001,-1.0717810756,2.0501588758000002,0.46205198690000004,1.8183788053,0.0218977421,379.0,2.7295375807999998,0.343458409,1.3668173552,2.0,-5.0,-8.6357489967,8.4124412388,0.6066099114,11,1.5425793243,0.3886444128,1.9892775458,-0.7663079092,2.2365380036999998,0.4839861086,1.7968537892,-0.8308023281,0.5259259259,0.0461780116,3.0970273141,0.3350156499,1.7661839745,-0.3022543123,361.0,6.3,6.5,306.0,3.2083199286,0.35272427700000003,1.6845241610000001,265.5,341.0,2.2440310647,0.122722066,2.4094781399,75.5,90.9652358241,1.8401399554000002,0.32089937150000003,1.8113323484000001,-0.9893203725,-0.1624032354,-0.0195134944,1.6144757251000001,0.3281851113,1.3959033007000001,-0.8179898511,-0.8313017907,2836.81,6,7,4958.9166666667,0.3829961156,-0.7205618267,-0.4239502928,0.19358731710000002,0.3772382368
s112,1.2752409283000001,0.2262541941,1.3851237653,2.25,31.7083333333,0.2,720,27.4545454545,0.2666666667,579,-0.7102759681,-0.3590453267,4.4365984673,0.24278212670000002,2.5500012341,-1.108612956,0.0049017523,0.0235009766,0.07096191410000001,5.1381384587,0.2514002407,1.2827538879,0.33333333330000003,0.5,7.6666666667,0.1333333333,2,-0.009000000000000001,-0.5,15.1304347826,0.5537018509,3,-0.0299554777,-3.1652076038,-0.11337473490000001,0.4516055741,7.5,9.5,2.302272426,0.3648738963,2.0539376889,-0.5564011189,0.0277777778,-3.8469406942,-3.2419563765,-0.5629734621,4.194188013,2.9751452099,0.1635938463,2.016727382,-0.8893284577,4.1867508355,161.0,5,0.6882799149000001,0.0018032989000000001,0.9500000000000001,0.0026627253,0.6388888889000001,0.158113883,0.06403124240000001,0.158113883,-0.32875634340000004,1.9276452772,0.351910215,2.2908937559,-0.1992147186,304.3333333333,2.8459322402,0.28336513550000003,1.341743738,42.0,53.0,2.2613393139999998,-0.5548835857000001,0.4629805634,12,1.7625481469,0.3527848796,2.5550206531,-0.0540389222,3.874128485,0.3428321506,2.0511323993,-2.6247964123000003,0.49877750610000005,0.0986026031,4.2003102567,0.22892648370000002,1.4723562284,-0.5752385973,233.0,6.8,6.1,254.6666666667,3.1675087281,0.32287576230000004,1.5209736693,209.6666666667,204.3333333333,3.4213674966,0.32472188290000004,1.5487898814,-5.3333333333,24.2765223771,3.0584192491,0.3111043982,2.455528144,-1.1332879218,-0.710644194,-0.35712977100000004,1.689434441,0.2792396203,1.8966634569,-0.3521037723,-0.39082864310000004,1095.1261423761,25,7,3092.0833333333,-0.3905669336,-0.5020812171,-0.8657750038,0.2244849429,0.4926384454
s114,0.8960515469,0.1507658631,2.0738634629,2.15,50.6666666667,0.5,710,30.7142857143,0.5333333333,400,-0.2852178486,-1.0464849443,3.0034752017,0.3552522403,1.8018384452,-1.6797384459,0.0001369792,0.00032802010000000003,0.0009274902000000001,4.1326042723,0.2991279615,1.388290236,1.0,0.0,11.3333333333,-0.0666666667,1,-0.0026666667,-3.3333333333,12.0833333333,-0.0926041667,2,0.0014958333000000001,-3.3177083333,-0.1428571429,1.0919080919,8.1,7.8,2.000291121,0.4545227637,2.5340051372,-0.8866147722000001,0.8888888889000001,-1.6026518477,1.0449672963,-0.3719338943,3.8121088774,2.7566009805,0.1103283129,1.9469493978,-0.8075379761,4.3503317988,191.0,7,0.8469238281,0.0010305459,1.0,0.0007238719,0.6666666667000001,0.0004,0.0006324555,0.0015811388,-0.6196105663,1.9099993459,0.4295857274,2.0152324896,-0.0591356028,407.0,3.1446374058,0.3172800924,1.4422484767000001,39.0,90.5,-2.7351233054,17.4038412037,0.4050108498,16,1.8853480745,0.5769292434000001,1.9100471678000002,-0.31514854800000003,2.9562172383,0.4281997765,2.4441223988000003,-1.0680650406,0.37974683540000004,0.0556798686,3.6112230601,0.3110836752,1.9155048128,-0.8659679382000001,272.0,6.6,5.4,390.6666666667,3.2481498592999998,0.3088104654,2.314312567,279.8333333333,274.3333333333,3.9615897699,0.3339193522,1.8250673758,-5.5,14.6068907563,3.4512012148,0.2993524839,2.1423143666,-1.2251910813,-0.193155495,-0.2128809981,1.9114318252,0.049932218,3.1438935989,0.1606292868,-0.1347860714,2805.53125,-2,8,5532.6666666667,0.5126214374,0.2480865878,0.4058136015,0.5121754442,0.6783154804
s123,1.1785068919000001,0.2542566642,1.0344924277,1.3,25.5714285714,0.30000000000000004,532,28.88,0.1666666667,704,-0.8684225468000001,-0.6529591343000001,2.2547805471,0.326579349,1.0438528771,-0.7932818311000001,0.0002673607,0.0045248108,0.1168076172,1.8759929132000002,0.2634043338,0.8991831212,0.0,0.1666666667,14.9583333333,-0.22083333330000002,1,-0.0011666667,-3.375,22.0869565217,-0.0346674877,2,-0.007148275900000001,-3.4895320197,-0.4880753786,0.6414462781,9.2,6.8,1.1732110048,0.3704409583,1.3560188314000001,-0.5629885004,0.0555555556,-1.9698762914,-1.9788296914,-0.7848481349,2.4311508684,2.5175482729,0.285403605,1.0636757351,-1.070541321,3.8243251091,147.0,5,0.63859272,0.0016944568,0.7497940063,0.0021338437,0.3888888889,0.0636371852,0.06403124240000001,0.06403124240000001,-1.2974169763,1.2993529646,0.31415208170000003,1.2375873772000001,-0.1535709341,261.3333333333,1.9809774279,0.2950528076,1.1714262252,7.0,18.0,,,0.3752646685,4,0.516119587,0.27269134700000003,1.4468831238,0.022234667700000002,2.4552436396,0.3912835999,1.1016042508,-2.2693061055,0.4310344828,0.0358547295,1.4379052728000001,0.2767620096,0.9296299104,-2.1481100227,306.0,4.9,4.4,407.5,1.5011322656,0.08192629080000001,1.7158485694,257.8333333333,263.6666666667,2.2208477287,0.2730813771,1.3258302432,5.8333333333,13.1245841495,2.2183551085,0.302682013,1.5826293437999999,-1.8569124928,-0.1197272419,-0.5038375124,0.8758878343000001,0.2618962475,1.2857664931000001,-0.4210420777,0.11709599450000001,2438.8729166667,13,5,4646.0,0.0590844214,-0.7383591408,-0.4213268808,0.3547658628,0.16837524710000001
s128,,,,,16.875,0.2,385,14.1666666667,0.2,320,0.3082294278,-1.4990508417,2.9992959775,0.3969985896,1.4318897127,-0.9026049858,0.231593071,0.020886230500000002,0.018985351600000002,4.5078051803,0.2633367581,1.9945706624000001,0.1666666667,0.6666666667000001,5.0833333333,0.05,3,-0.006666666700000001,-0.75,10.875,0.043577700600000005,2,-0.0073253012,-2.2627118644,0.6402580971,0.45279211960000004,7.3,7.2,3.0439405012,0.3297189095,1.9194225451,-0.6679675381,0.2222222222,-3.8312295837,-2.3899111397,0.33223158610000003,4.6556717651,2.8482883249,0.18543089140000002,1.7415554391999999,-1.2083775268,3.5486526974,212.0,10,0.6460633516000001,0.0009903153,0.90440979,0.0019969699000000002,0.6111111111,0.06403124240000001,0.06403124240000001,0.0099597577,-0.8109377726,1.1786828098,0.4201969816,1.855238167,-0.8474987206,344.1666666667,2.5053993438,0.3153836868,1.2785407739,28.0,27.0,,,0.5370140674,13,2.2893214261,0.3258670306,2.1463616166,0.1992870465,2.966695109,0.4015810743,1.1733897355,-2.5949896177,0.5049019608,0.057497588,3.1044356337,0.28739889890000003,1.3414938803,-0.8782723037,330.0,5.8,5.7,375.5,2.7234784806,0.3483465395,0.9136847663000001,287.3333333333,331.5,2.7476876141,0.32253776900000003,1.2962594249000001,44.1666666667,19.9111888112,2.3639647614,0.3267376221,1.588693298,-1.583344038,-0.20030497,0.1118988437,1.6198018441,0.2994746645,1.6939095176999999,-0.2311652154,-0.5618036682,1992.3074074074,6,6,4085.0,-0.1174971486,-0.4035551224,-0.6260934878000001,0.5120689884,0.404661714
s129,0.8064968045,0.042372182,1.5595722474,1.55,27.5714285714,0.30000000000000004,552,37.7,0.33333333330000003,711,-0.0631870472,-1.1077645832,3.3608162651,0.3726174644,1.7709312029,-0.5767768461,0.00010321850000000001,0.0006163597,0.2560898438,4.722707762,0.2958066588,1.3542229754,0.5,0.1666666667,11.625,-0.0958333333,1,0.00016666670000000001,-6.9583333333,6.9166666667,-0.0326832151,1,-0.0010260047,-1.0780141844,0.3131532952,0.5796377532,6.3,4.9,1.8419447661000001,0.5055305290000001,1.5183534455,0.0709686199,0.3611111111,-2.2623145407,1.0043813638,0.1910395678,4.9380558016,3.8451636094,0.22439773770000002,1.8532356219000001,-1.0170844173,3.9312389163,197.0,8,0.5,,0.9959472656,0.0011988790000000001,0.3611111111,0.0015811388,0.0223156422,0.0099597577,-1.1746011619,1.5527653424999999,0.47323574500000004,1.6525434779000001,-0.4499313586,384.1666666667,2.6314021421,0.3312918716,1.192536718,-24.5,8.0,32.2421398659,-25.2199653047,0.4510691251,12,1.1080004517,0.6402038091000001,1.5187410623000002,-0.2815371602,3.0022653009,0.41205829200000005,1.2085527483,-1.7366052441000002,0.4172839506,-0.0193792504,3.3390631613,0.2828665828,0.9622803830000001,-1.0514391321,344.5,5.8,4.0,,,,,300.1666666667,310.5,2.5790614693,0.3491086742,1.297520076,10.3333333333,21.407778865,1.9308746836,0.3327263831,1.8079607014999999,-0.6938728253,-0.2782502055,-0.0752981667,1.5110960902000001,0.3865464703,1.4278549131,-0.35220326700000004,-0.4817916847,2180.1018518519,9,8,3577.8333333333,-0.3060990583,-0.23747373530000002,-0.4983572879,0.8072834293000001,0.26956558950000004
s131,1.341568095,0.048196855000000004,1.5647935852,2.05,26.6,0.1666666667,640,24.2380952381,0.30000000000000004,479,-0.2896070355,-0.8126158433,2.9784164313,0.4339571849,1.480466072,-1.0076167329,0.0012670715,0.0802512207,0.3208642578,5.8703689373,0.2860702724,2.8062316009,0.0,0.33333333330000003,5.0,-0.05,2,-0.01,-1.8333333333000001,11.875,0.4274810765,2,-0.0063498738,-1.3113961312,0.0333474361,0.7412209987,7.9,7.3,3.4430193748,0.5224754041,2.2483077097,-0.6675217127,0.0833333333,2.8420667527,2.9250160037,0.1910395678,4.9380558016,4.7003647478,0.4162958879,3.921661389,-1.0816155204,3.2951286846,199.0,4,0.8737045288,0.0008780447,0.9306152344,0.0009876406000000001,0.5277777778,0.06403124240000001,0.25,0.25,-0.7081272202000001,2.2862170478,0.4604300955,2.1246039609,-0.1570947016,,,,,,,6.8550300053,-4.4895453369,0.5521626271,8,1.5070624331,0.674656883,1.6935853565999999,-0.1431480924,4.1352061662,0.46828174170000003,3.0529167702,-1.6828303086,0.3414634146,0.016891993600000002,5.7750435986,0.3721191479,1.9162066485,-0.2839531235,295.5,5.4,5.5,470.8333333333,4.1424009743,0.3576038928,1.8870165417,369.9166666667,356.3333333333,3.1030243156,0.044068908600000005,3.7972363511,-13.5833333333,-14.1005730381,1.568347733,0.5462647890000001,1.7581753514,-0.393396103,-0.393653639,-0.4912034624,0.6179453989,0.13042789800000001,1.8188839476,0.23557721650000002,0.2466553132,2163.2,23,6,3259.0,0.7047561918,0.44018299520000004,1.3239004637,0.6995827156000001,0.4404997832
